iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,IID_PID
3234.0,225.0,12.0,1.0,24.0,2.0,9.0,20.0,19.0,15.0,5.0,6.0,199,0,8.0,0.0,30.0,2.0,175.0,175.0,20.0,125.0,20.0,125.0,1.0,7.0,10.0,8.0,6.0,7.0,2.0,28.0,8.0,3.0,4.0,9.0,16959.75,3407925.0,1.0,7.0,2.0,7.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,4.0,0.0,14.71,14.71,14.71,14.71,20.59,20.59,225.0-199
3233.0,225.0,12.0,1.0,24.0,2.0,9.0,20.0,14.0,15.0,20.0,5.0,198,0,11.0,0.0,23.0,4.0,1538.0,1923.0,1731.0,1923.0,962.0,1923.0,0.0,4.0,6.0,7.0,7.0,6.0,6.0,28.0,8.0,3.0,4.0,9.0,16959.75,3407925.0,1.0,7.0,2.0,7.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,4.0,9.5,14.71,14.71,14.71,14.71,20.59,20.59,225.0-198
3232.0,225.0,12.0,1.0,24.0,2.0,9.0,20.0,3.0,15.0,9.0,4.0,197,0,11.0,0.0,24.0,6.0,14.0,18.0,20.0,18.0,16.0,14.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,28.0,8.0,3.0,4.0,9.0,12451.0,2391575.0,1.0,7.0,2.0,7.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,4.0,0.0,14.71,14.71,14.71,14.71,20.59,20.59,225.0-197
3231.0,225.0,12.0,1.0,24.0,2.0,9.0,20.0,5.0,15.0,11.0,3.0,196,0,9.0,0.0,25.0,4.0,1765.0,1765.0,1765.0,1569.0,1569.0,1569.0,0.0,3.0,4.0,4.0,4.0,5.0,2.0,28.0,8.0,3.0,4.0,9.0,16959.75,3407925.0,1.0,7.0,2.0,7.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,4.0,9.5,14.71,14.71,14.71,14.71,20.59,20.59,225.0-196
3230.0,225.0,12.0,1.0,24.0,2.0,9.0,20.0,6.0,15.0,12.0,2.0,195,1,-27.0,0.0,27.0,2.0,1538.0,1923.0,1923.0,1923.0,1346.0,1346.0,1.0,6.0,7.0,8.0,9.0,8.0,7.0,28.0,8.0,3.0,4.0,9.0,16959.75,3632350.0,1.0,7.0,2.0,7.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,4.0,9.5,14.71,14.71,14.71,14.71,20.59,20.59,225.0-195
3229.0,225.0,12.0,1.0,24.0,2.0,9.0,20.0,2.0,15.0,8.0,1.0,194,0,-18.0,0.0,24.0,2.0,16.0,16.0,20.0,16.0,18.0,14.0,0.0,7.0,10.0,10.0,8.0,9.0,6.0,28.0,8.0,3.0,4.0,9.0,17863.5,2502650.0,1.0,7.0,2.0,7.0,10.0,8.0,3.0,8.0,8.0,8.0,7.0,3.0,9.0,8.0,8.0,9.0,7.0,9.0,9.0,2.0,6.0,4.0,0.0,14.71,14.71,14.71,14.71,20.59,20.59,225.0-194
3228.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,8.0,20.0,9.0,20.0,213,0,3.0,0.0,25.0,3.0,1552.0,1724.0,1724.0,1724.0,1724.0,1552.0,0.0,6.0,8.0,8.0,7.0,6.0,7.0,32.0,3.0,2.0,1.0,3.0,11531.0,4313200.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-213
3227.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,10.0,20.0,11.0,19.0,212,1,32.0,0.0,27.0,3.0,1429.0,1837.0,1837.0,1633.0,1837.0,1429.0,1.0,7.0,8.0,8.0,7.0,7.0,6.0,32.0,3.0,2.0,1.0,3.0,11531.0,4962500.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-212
3226.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,7.0,20.0,8.0,18.0,211,0,-14.0,1.0,28.0,2.0,1636.0,1636.0,1818.0,1818.0,1636.0,1455.0,0.0,5.0,9.0,9.0,5.0,9.0,7.0,32.0,3.0,2.0,1.0,3.0,11531.0,4962500.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-211
3225.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,1.0,20.0,2.0,17.0,210,0,12.0,1.0,29.0,2.0,20.0,1556.0,20.0,1556.0,1111.0,1778.0,0.0,7.0,10.0,10.0,4.5,7.75,6.0,32.0,3.0,2.0,1.0,3.0,11531.0,4666100.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,5.0,17.24,17.24,17.24,17.24,13.79,17.24,224.0-210
3224.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,20.0,20.0,1.0,16.0,209,0,16.0,0.0,28.0,1.0,1304.0,2174.0,1739.0,1739.0,1522.0,1522.0,0.0,7.0,7.0,10.0,7.0,8.0,6.25,32.0,3.0,2.0,1.0,3.0,11531.0,4313200.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-209
3223.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,15.0,20.0,16.0,15.0,208,1,2.0,0.0,25.0,1.0,1154.0,1346.0,1923.0,1923.0,1923.0,1731.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,32.0,3.0,2.0,1.0,3.0,11531.0,4962500.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-208
3222.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,4.0,20.0,5.0,14.0,207,0,-36.0,1.0,23.0,2.0,1731.0,1346.0,1731.0,1923.0,1923.0,1346.0,0.0,4.0,8.0,7.0,8.0,7.0,4.0,32.0,3.0,2.0,1.0,3.0,11531.0,4313200.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-207
3221.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,16.0,20.0,17.0,13.0,206,1,59.0,0.0,31.0,1.0,1458.0,1667.0,2083.0,1875.0,1667.0,125.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,32.0,3.0,2.0,1.0,3.0,11531.0,4197975.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-206
3220.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,13.0,20.0,14.0,12.0,205,0,54.0,1.0,23.0,2.0,1538.0,1731.0,1923.0,1923.0,1154.0,1731.0,1.0,10.0,10.0,10.0,7.0,7.0,9.0,32.0,3.0,2.0,1.0,3.0,11531.0,4701925.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-205
3219.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,17.0,20.0,18.0,11.0,204,0,8.0,1.0,26.0,2.0,1961.0,1569.0,1765.0,1569.0,1765.0,1373.0,0.0,5.0,6.0,7.0,6.0,8.0,4.0,32.0,3.0,2.0,1.0,3.0,11531.0,4313200.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-204
3218.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,11.0,20.0,12.0,10.0,203,0,-7.0,1.0,22.0,2.0,16.0,20.0,18.0,20.0,18.0,8.0,0.0,4.0,7.0,9.0,3.0,8.0,5.75,32.0,3.0,2.0,1.0,3.0,11531.0,4962500.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,1.0,17.24,17.24,17.24,17.24,13.79,17.24,224.0-203
3217.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,12.0,20.0,13.0,9.0,202,0,9.0,1.0,22.0,2.0,1538.0,1923.0,1923.0,1923.0,1538.0,1154.0,0.0,4.0,9.0,9.0,5.0,8.0,5.0,32.0,3.0,2.0,1.0,3.0,11531.0,4313200.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-202
3216.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,9.0,20.0,10.0,8.0,201,0,2.0,1.0,25.0,2.0,1538.0,1731.0,1731.0,1731.0,1731.0,1538.0,0.0,4.0,7.0,8.0,6.5,7.25,5.75,32.0,3.0,2.0,1.0,3.0,11531.0,4313200.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-201
3215.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,18.0,20.0,19.0,7.0,200,1,38.0,1.0,25.0,2.0,1321.0,1887.0,1887.0,1698.0,1698.0,1509.0,1.0,7.0,10.0,9.0,6.0,9.0,6.25,32.0,3.0,2.0,1.0,3.0,11531.0,4313200.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-200
3214.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,19.0,20.0,20.0,6.0,199,0,38.0,1.0,30.0,2.0,175.0,175.0,20.0,125.0,20.0,125.0,0.0,3.0,10.0,10.0,4.0,10.0,2.0,32.0,3.0,2.0,1.0,3.0,11531.0,4962500.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,1.0,17.24,17.24,17.24,17.24,13.79,17.24,224.0-199
3213.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,14.0,20.0,15.0,5.0,198,0,-46.0,0.0,23.0,4.0,1538.0,1923.0,1731.0,1923.0,962.0,1923.0,0.0,4.0,5.0,5.0,4.0,3.0,3.0,32.0,3.0,2.0,1.0,3.0,11531.0,4313200.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-198
3212.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,3.0,20.0,4.0,4.0,197,0,23.0,0.0,24.0,6.0,14.0,18.0,20.0,18.0,16.0,14.0,0.0,8.0,8.0,8.0,7.0,7.0,4.0,32.0,3.0,2.0,1.0,3.0,11531.0,4962500.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,1.0,17.24,17.24,17.24,17.24,13.79,17.24,224.0-197
3211.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,5.0,20.0,6.0,3.0,196,0,0.0,0.0,25.0,4.0,1765.0,1765.0,1765.0,1569.0,1569.0,1569.0,0.0,2.0,5.0,3.0,2.0,3.0,3.5,32.0,3.0,2.0,1.0,3.0,11531.0,4962500.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-196
3210.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,6.0,20.0,7.0,2.0,195,0,44.0,1.0,27.0,2.0,1538.0,1923.0,1923.0,1923.0,1346.0,1346.0,0.0,8.0,8.0,10.0,6.0,7.0,7.0,32.0,3.0,2.0,1.0,3.0,11531.0,4313200.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,3.75,17.24,17.24,17.24,17.24,13.79,17.24,224.0-195
3209.0,224.0,11.0,1.0,22.0,2.0,9.0,20.0,2.0,20.0,3.0,1.0,194,0,19.0,1.0,24.0,2.0,16.0,16.0,20.0,16.0,18.0,14.0,1.0,7.0,9.0,10.0,8.0,9.0,9.0,32.0,3.0,2.0,1.0,3.0,11531.0,4962500.0,6.0,7.0,4.0,15.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,1.0,8.0,9.0,2.0,4.0,1.0,8.0,5.0,1.0,17.24,17.24,17.24,17.24,13.79,17.24,224.0-194
3208.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,8.0,18.0,11.0,20.0,213,0,13.0,0.0,25.0,3.0,1552.0,1724.0,1724.0,1724.0,1724.0,1552.0,0.0,7.0,8.0,8.0,8.0,7.0,7.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-213
3207.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,10.0,18.0,13.0,19.0,212,0,12.0,0.0,27.0,3.0,1429.0,1837.0,1837.0,1633.0,1837.0,1429.0,0.0,6.0,7.0,8.0,7.0,8.0,6.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-212
3206.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,7.0,18.0,10.0,18.0,211,0,-14.0,1.0,28.0,2.0,1636.0,1636.0,1818.0,1818.0,1636.0,1455.0,0.0,5.0,10.0,9.0,6.0,9.0,7.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-211
3205.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,1.0,18.0,4.0,17.0,210,0,6.0,1.0,29.0,2.0,20.0,1556.0,20.0,1556.0,1111.0,1778.0,0.0,4.0,10.0,8.0,1.0,7.0,4.75,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-210
3204.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,20.0,18.0,3.0,16.0,209,0,-2.0,0.0,28.0,1.0,1304.0,2174.0,1739.0,1739.0,1522.0,1522.0,0.0,5.0,7.0,5.0,5.0,6.0,5.5,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-209
3203.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,15.0,18.0,18.0,15.0,208,0,15.0,0.0,25.0,1.0,1154.0,1346.0,1923.0,1923.0,1923.0,1731.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-208
3202.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,4.0,18.0,7.0,14.0,207,0,-25.0,1.0,23.0,2.0,1731.0,1346.0,1731.0,1923.0,1923.0,1346.0,0.0,3.0,8.0,7.0,3.0,7.0,3.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-207
3201.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,16.0,18.0,19.0,13.0,206,1,31.0,0.0,31.0,1.0,1458.0,1667.0,2083.0,1875.0,1667.0,125.0,1.0,8.0,8.0,8.0,5.0,5.0,5.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-206
3200.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,13.0,18.0,16.0,12.0,205,0,56.0,1.0,23.0,2.0,1538.0,1731.0,1923.0,1923.0,1154.0,1731.0,0.0,6.0,7.0,6.0,4.0,4.0,4.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-205
3199.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,17.0,18.0,20.0,11.0,204,0,14.0,1.0,26.0,2.0,1961.0,1569.0,1765.0,1569.0,1765.0,1373.0,0.0,6.0,6.0,7.0,6.0,7.0,6.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-204
3198.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,11.0,18.0,14.0,10.0,203,0,-5.0,1.0,22.0,2.0,16.0,20.0,18.0,20.0,18.0,8.0,0.0,5.0,8.0,8.0,7.0,9.0,5.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-203
3197.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,12.0,18.0,15.0,9.0,202,0,2.0,1.0,22.0,2.0,1538.0,1923.0,1923.0,1923.0,1538.0,1154.0,0.0,8.0,9.0,9.0,8.0,8.0,8.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-202
3196.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,9.0,18.0,12.0,8.0,201,0,-7.0,1.0,25.0,2.0,1538.0,1731.0,1731.0,1731.0,1731.0,1538.0,0.0,6.0,8.0,9.0,5.25,9.0,6.75,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-201
3195.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,18.0,18.0,1.0,7.0,200,0,18.0,1.0,25.0,2.0,1321.0,1887.0,1887.0,1698.0,1698.0,1509.0,0.0,6.0,10.0,8.0,7.0,8.0,5.5,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-200
3194.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,19.0,18.0,2.0,6.0,199,0,29.0,1.0,30.0,2.0,175.0,175.0,20.0,125.0,20.0,125.0,0.0,2.0,10.0,10.0,5.0,10.0,10.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-199
3193.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,14.0,18.0,17.0,5.0,198,0,-45.0,0.0,23.0,4.0,1538.0,1923.0,1731.0,1923.0,962.0,1923.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-198
3192.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,3.0,18.0,6.0,4.0,197,0,34.0,0.0,24.0,6.0,14.0,18.0,20.0,18.0,16.0,14.0,0.0,7.0,7.0,7.0,7.0,7.0,5.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-197
3191.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,5.0,18.0,8.0,3.0,196,0,-15.0,0.0,25.0,4.0,1765.0,1765.0,1765.0,1569.0,1569.0,1569.0,0.0,2.0,7.0,7.0,5.0,4.0,4.5,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-196
3190.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,6.0,18.0,9.0,2.0,195,0,22.0,1.0,27.0,2.0,1538.0,1923.0,1923.0,1923.0,1346.0,1346.0,0.0,6.0,8.0,10.0,5.0,7.0,6.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-195
3189.0,223.0,10.0,1.0,20.0,2.0,9.0,20.0,2.0,18.0,5.0,1.0,194,0,3.0,1.0,24.0,2.0,16.0,16.0,20.0,16.0,18.0,14.0,0.0,6.0,10.0,10.0,7.0,10.0,6.0,28.0,7.0,2.0,6.0,6.0,29501.0,2724800.0,2.0,4.0,2.0,2.0,8.0,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,9.0,6.0,5.0,10.0,6.0,7.0,5.0,2.0,7.0,1.0,17.39,17.39,19.57,19.57,10.87,15.22,223.0-194
3188.0,222.0,9.0,1.0,18.0,2.0,9.0,20.0,8.0,12.0,17.0,20.0,213,0,44.0,0.0,25.0,3.0,1552.0,1724.0,1724.0,1724.0,1724.0,1552.0,0.0,6.0,8.0,9.0,5.0,6.0,6.0,27.0,2.0,2.0,8.0,3.0,42649.0,2502650.0,2.0,6.0,3.0,2.0,5.0,1.0,6.0,8.0,10.0,9.0,6.0,4.0,7.0,9.0,1.0,9.0,9.0,10.0,8.0,3.0,1.0,3.0,9.5,9.52,19.05,23.81,19.05,4.76,23.81,222.0-213
3187.0,222.0,9.0,1.0,18.0,2.0,9.0,20.0,10.0,12.0,19.0,19.0,212,0,3.0,0.0,27.0,3.0,1429.0,1837.0,1837.0,1633.0,1837.0,1429.0,0.0,5.0,8.0,8.0,5.0,7.0,6.0,27.0,2.0,2.0,8.0,3.0,37280.0,4272175.0,2.0,6.0,3.0,2.0,5.0,1.0,6.0,8.0,10.0,9.0,6.0,4.0,7.0,9.0,1.0,9.0,9.0,10.0,8.0,3.0,1.0,3.0,9.5,9.52,19.05,23.81,19.05,4.76,23.81,222.0-212
3186.0,222.0,9.0,1.0,18.0,2.0,9.0,20.0,7.0,12.0,16.0,18.0,211,0,6.0,1.0,28.0,2.0,1636.0,1636.0,1818.0,1818.0,1636.0,1455.0,0.0,4.0,10.0,10.0,5.0,7.0,6.0,27.0,2.0,2.0,8.0,3.0,37280.0,4272175.0,2.0,6.0,3.0,2.0,5.0,1.0,6.0,8.0,10.0,9.0,6.0,4.0,7.0,9.0,1.0,9.0,9.0,10.0,8.0,3.0,1.0,3.0,9.5,9.52,19.05,23.81,19.05,4.76,23.81,222.0-211
